,inputs,targets,predictions
6632,veetrirukkum,வீற்றிருக்கும்,வீர்திருக்கும்
6633,veetrtrirukkum,வீற்றிருக்கும்,வீர்திருக்குமர்
6634,veettrirukkum,வீற்றிருக்கும்,வீற்றிருக்கும்
6635,veel,வீல்,வீழ்
6636,veil,வீல்,வெயில்
6637,viil,வீல்,வியல்
6638,weiil,வீல்,வெயில்
6639,weil,வீல்,வெயில்
6640,wheel,வீல்,வீழ்
6641,veelchchikkum,வீழ்ச்சிக்கும்,வீழ்ச்சிக்கும்
6642,veerzhchchikkum,வீழ்ச்சிக்கும்,வீர்சிழ்க்கும்
6643,veezhchchikkum,வீழ்ச்சிக்கும்,வீழ்ச்சிக்கும்
6644,veelchchiyin,வீழ்ச்சியின்,வெள்சிசியின்
6645,veezhchchiyin,வீழ்ச்சியின்,வீழ்ச்சியின்
6646,veelchchiyilirunththu,வீழ்ச்சியிலிருந்து,வீழ்ச்சியிலிருந்து
6647,veezhchchiyilirunththu,வீழ்ச்சியிலிருந்து,வீழ்ச்சியிலிருந்து
6648,veezhchchiyilirunthu,வீழ்ச்சியிலிருந்து,வீழ்ச்சியிலிருந்து
6649,veelchchiyum,வீழ்ச்சியும்,வெள்சிசிபு
6650,veezhchchiyum,வீழ்ச்சியும்,வீழ்ச்சியும்
6651,veelnththathu,வீழ்ந்தது,வீழ்ந்தது
6652,veezhnthathu,வீழ்ந்தது,வீழ்ந்தது
6653,vedikkach,வெடிக்கச்,வெடிக்கச்
6654,veppaththin,வெப்பத்தின்,வேப்பத்தின்
6655,veppaththaith,வெப்பத்தைத்,வேபத்தத்தை
6656,veppaththaiyum,வெப்பத்தையும்,வேப்பத்தையும்
6657,veppap,வெப்பப்,வேப்பா
6658,veppamaaga,வெப்பமாக,வெப்பமாக
6659,veppamaaka,வெப்பமாக,வெப்பமாக
6660,veruththa,வெறுத்த,வெருத்த
6661,veruththaar,வெறுத்தார்,வெருத்தார்
6662,verumai,வெறுமை,வெறுமை
6663,verumaiyaaga,வெறுமையாக,வெருமையாக
6664,verumaiyaaka,வெறுமையாக,வெருமையாக
6665,vetrikaramaaka,வெற்றிகரமாக,வெற்றிகரமாக
6666,vetrtrigaramaaga,வெற்றிகரமாக,வெற்றிரமாக்கார்
6667,vetrtrikaramaaka,வெற்றிகரமாக,வெற்றிகரமாக
6668,vetrida,வெற்றிட,வெற்றிய
6669,vetrtrida,வெற்றிட,வெற்றிட
6670,vetrtrita,வெற்றிட,வெற்றித்த
6671,vettrida,வெற்றிட,வெற்றிட
6672,vetridaththil,வெற்றிடத்தில்,வெற்றியத்தில்
6673,vetrtridaththil,வெற்றிடத்தில்,வெற்றிதைத்தல்
6674,vetrtritaththil,வெற்றிடத்தில்,வெற்றித்ததில்
6675,vettridaththil,வெற்றிடத்தில்,வெற்றியத்தில்
6676,vetrtridaththai,வெற்றிடத்தை,வெற்றித்தடை
6677,vetrtritaththai,வெற்றிடத்தை,வெற்றித்தடை
6678,vettridaththai,வெற்றிடத்தை,வெற்றிடைத்த
6679,vetrtridam,வெற்றிடம்,வெற்றிடம்
6680,vetrtritam,வெற்றிடம்,வெற்றிப்பட்டம்
6681,vettridam,வெற்றிடம்,வெற்றியம்
6682,vaelsh,வெல்ஷ்,வேல்ஸ்
6683,vels,வெல்ஷ்,வேல்ஸ்
6684,velsh,வெல்ஷ்,வேல்ஸ்
6685,veyls,வெல்ஷ்,வெல்ஸ்
6686,weils,வெல்ஷ்,வேல்ஸ்
6687,wells,வெல்ஷ்,வெல்லிக்
6688,wellsh,வெல்ஷ்,வெல்லிஸ்
6689,wels,வெல்ஷ்,வேல்ஸ்
6690,welsh,வெல்ஷ்,வெல்ஸ்
6691,weyls,வெல்ஷ்,வெல்ஸ்
6692,weylsh,வெல்ஷ்,வெல்ஸ்
6693,velip,வெளிப்,வெளிப்
6694,velippadaiyaanadhu,வெளிப்படையானது,வெளிப்படையானவு
6695,velippadaiyaanathu,வெளிப்படையானது,வெளிப்படையானவு
6696,velippuram,வெளிப்புறம்,வெளிப்புறம்
6697,veliyidappattana,வெளியிடப்பட்டன,வெளியிடப்பட்டன
6698,vaegam,வேகம்,வேகம்
6699,vaekam,வேகம்,வேகம்
6700,vaedhak,வேதக்,வேதக்
6701,vaethak,வேதக்,வேதக்
6702,vedeec,வேதக்,வேடேக்
6703,vedic,வேதக்,வேடிக்
6704,vediic,வேதக்,வேடிக்
6705,vedik,வேதக்,வேடிக்
6706,vediq,வேதக்,வேடிக்
6707,veedeec,வேதக்,வீடேக்
6708,veedic,வேதக்,வேடிக்
6709,veedik,வேதக்,வேடிக்
6710,veetak,வேதக்,வீடக்
6711,wedeec,வேதக்,வேடேஷ்
6712,wedic,வேதக்,வேடிக்
6713,wedik,வேதக்,வேடிக்
6714,vaedhangkalil,வேதங்களில்,வேதங்களில்
6715,vaethangalil,வேதங்களில்,வேதங்களில்
6716,vaethangkalil,வேதங்களில்,வேதங்களில்
6717,vaedhaththin,வேதத்தின்,வேதத்தின்
6718,vaethaththin,வேதத்தின்,வேதத்தின்
6719,vaedhaththil,வேதத்தில்,வேதத்தில்
6720,vaethaththil,வேதத்தில்,வேதத்தில்
6721,vaedhaththai,வேதத்தை,வேதத்தை
6722,vaethaththai,வேதத்தை,வேதத்தை
6723,vaedhaalam,வேதாளம்,வேதாளம்
6724,vaethaalam,வேதாளம்,வேதாளம்
6725,vedhaalam,வேதாளம்,வீதாளம்
6726,vaedhi,வேதி,வேதி
6727,vaethi,வேதி,வேதி
6728,vedhi,வேதி,வெதி
6729,vaedhipporulkal,வேதிப்பொருட்கள்,வேதிப்புறைக்குள்
6730,vaethipporutkal,வேதிப்பொருட்கள்,வேதிப்புறைத்து
6731,vaedhiyar,வேதியர்,வேதியர்
6732,vaethiyar,வேதியர்,வேதியர்
6733,vaenae,வேனே,வேணே
6734,vanae,வேனே,வான்
6735,vae,வேய்,வே
6736,vaei,வேய்,வே
6737,vaey,வேய்,வே
6738,vai,வேய்,வை
6739,vay,வேய்,வாய்
6740,veey,வேய்,வீக்
6741,wae,வேய்,வே
6742,waee,வேய்,வே
6743,wai,வேய்,வே
6744,way,வேய்,வே
6745,vaerudan,வேருடன்,வேறுடன்
6746,vaerutan,வேருடன்,வேறுடன்
6747,vaerldu,வேர்ல்டு,வேற்று
6748,world,வேர்ல்டு,வார்வேல்
6749,vaeraaga,வேறாக,வேறாக
6750,vaeraaka,வேறாக,வேறாக
6751,vaeroru,வேறொரு,வேறொரு
6752,vaeroruvan,வேறொருவன்,வேறுபான்றுக்
6753,vaeroruvar,வேறொருவர்,வேறுறோவர்
6754,vaelunaachchiyaar,வேலுநாச்சியார்,வேல்நீரசைவு
6755,velunachiyar,வேலுநாச்சியார்,வெளுநாசிர
6756,vaelai,வேலை,வேலை
6757,vaelaigalin,வேலைகளின்,வேலைகளின்
6758,vaelaikalin,வேலைகளின்,வேலைகளின்
6759,vaelaigalum,வேலைகளும்,வேலைகளும்
6760,vaelaikalum,வேலைகளும்,வேலைகளும்
6761,vaelaigalai,வேலைகளை,வேலைகளை
6762,vaelaikalai,வேலைகளை,வேலைகளை
6763,vaelaik,வேலைக்,வேலைக்
6764,vaelaikkaana,வேலைக்கான,வேலைக்கான
6765,vaelaikkup,வேலைக்குப்,வேலைக்குப்
6766,vaelaikkum,வேலைக்கும்,வேலைக்கும்
6767,vaelaich,வேலைச்,வேலைச்
6768,paarppavar,வேலைப்,பார்ப்பவர்
6769,paarththu,வேலைப்,பார்த்து
6770,parppavar,வேலைப்,பர்ப்பவர்
6771,vaelaiyaaga,வேலையாக,வேலையாக
6772,vaelaiyaaka,வேலையாக,வேலையாக
6773,vealaiyaaka,வேலையாக,வேலையாக
6774,vaelaiyin,வேலையின்,வேலையின்
6775,vealaiyin,வேலையின்,வேலையின்
