,inputs,targets,predictions
6522,viththiyaachaththai,வித்தியாசத்தை,வித்தியாசத்தை
6523,viththiyaasaththai,வித்தியாசத்தை,வித்தியாசத்தை
6524,viththiyaachap,வித்தியாசப்,வித்தியாசப்
6525,viththiyaasap,வித்தியாசப்,வித்தியாசப்
6526,viththiyaaamaaga,வித்தியாசமாக,வித்தியாமாக
6527,viththiyaachamaaka,வித்தியாசமாக,வித்தியாசமாக
6528,viththiyaasamaaga,வித்தியாசமாக,வித்தியாசமாக
6529,viththiyaasam,வித்தியாசம்,வித்தியாசம்
6530,vineedh,வினீத்,வினீத்
6531,vineeth,வினீத்,வினீத்
6532,vibaththin,விபத்தின்,விபத்தின்
6533,vipaththin,விபத்தின்,விபத்தின்
6534,vibaththil,விபத்தில்,விபத்தில்
6535,vipaththil,விபத்தில்,விபத்தில்
6536,vimarsiththaar,விமர்சித்தார்,விமர்சித்தார்
6537,vimarsiththullaar,விமர்சித்துள்ளார்,விமர்சித்துள்ளார்
6538,vimaanangalin,விமானங்களின்,விமானங்களின்
6539,vimaananggalin,விமானங்களின்,விமானங்களின்
6540,vimaanangalum,விமானங்களும்,விமானங்களும்
6541,vimaananggalum,விமானங்களும்,விமானங்களும்
6542,vimaananggal,விமானங்கள்,விமானங்கள்
6543,vimaanankal,விமானங்கள்,விமானங்கள்
6544,viyantha,வியந்த,வியந்த
6545,viyanththa,வியந்த,வியந்த
6546,viyanththu,வியந்து,வியந்து
6547,viyanthu,வியந்து,வியந்து
6548,viyaabaarigalin,வியாபாரிகளின்,வியாபாரிகளின்
6549,viyaapaarigalin,வியாபாரிகளின்,வியாபாரிகளின்
6550,viratha,விரத,விரத
6551,virathangal,விரதங்கள்,விரதங்கள்
6552,virathanggal,விரதங்கள்,விரதங்கள்
6553,virathangkal,விரதங்கள்,விரதங்கள்
6554,viradham,விரதம்,விரதம்
6555,viratham,விரதம்,விரதம்
6556,virivaaga,விரிவாக,விரிவாக
6557,virivaagath,விரிவாகத்,விரிவாகத்
6558,virivuraigal,விரிவுரைகள்,விரிவுரைகள்
6559,virumbaatha,விரும்பாத,விரும்பாத
6560,virumbaathu,விரும்பாது,விரும்பாது
6561,virpathu,விற்பது,விற்பது
6562,vitrtrathu,விற்றது,விற்றது
6563,vittradhu,விற்றது,விற்றது
6564,vittrathu,விற்றது,விற்றது
6565,vitrtral,விற்றல்,விற்றல்
6566,vittral,விற்றல்,விற்றல்
6567,vitrtraar,விற்றார்,விற்றார்
6568,vittraar,விற்றார்,விற்றார்
6569,viliam,வில்லியம்,வில்லியம்
6570,viliiam,வில்லியம்,வில்லியம்
6571,viliyam,வில்லியம்,வில்லியம்
6572,villiam,வில்லியம்,வில்லியம்
6573,villiyam,வில்லியம்,வில்லியம்
6574,wiliam,வில்லியம்,வில்லிம்
6575,wiliiam,வில்லியம்,வில்லியம்
6576,wiliyam,வில்லியம்,வில்லியம்
6577,william,வில்லியம்,வில்லியம்
6578,villiams,வில்லியம்ஸ்,வில்லியன்
6579,villiyams,வில்லியம்ஸ்,வில்லியம்
6580,wiliams,வில்லியம்ஸ்,வில்லிய்ஸ்
6581,williams,வில்லியம்ஸ்,வில்லியன்
6582,villaigal,வில்லைகள்,வில்லைகள்
6583,villaikal,வில்லைகள்,வில்லைகள்
6584,villaiyum,வில்லையும்,விலையும்
6585,vilaadimir,விளாடிமிர்,விளாடிமிர்
6586,viladimir,விளாடிமிர்,விளாட்மின்
6587,vlaadimir,விளாடிமிர்,முழாமிம்
6588,vlademar,விளாடிமிர்,முள்
6589,vlademer,விளாடிமிர்,முள்கிட்
6590,vladimir,விளாடிமிர்,விளாதிமிர்
6591,vladimirr,விளாடிமிர்,விளாதிமிர்
6592,vladymyr,விளாடிமிர்,விளாதிமிர்
6593,wlademer,விளாடிமிர்,முள்கிட்
6594,wladimir,விளாடிமிர்,விளாதிமிர்
6595,wladimirr,விளாடிமிர்,விளாதிமிர்
6596,wladymyr,விளாடிமிர்,விளாதிமிர்
6597,vilimbugal,விளிம்புகள்,விழிம்புகள்
6598,vilimbukal,விளிம்புகள்,விழிம்புகள்
6599,vilimpugal,விளிம்புகள்,விழிம்புகள்
6600,vilimpukal,விளிம்புகள்,விழிம்புகள்
6601,vilaiyaada,விளையாட,விளையாட
6602,vilaiyaadappadum,விளையாடப்படும்,விளையாடப்படும்
6603,vilaiyaadavillai,விளையாடவில்லை,விளையாடவில்லை
6604,vilaiyaadudhal,விளையாடுதல்,விளையாடுதல்
6605,vilaiyaaduthal,விளையாடுதல்,விளையாடுதல்
6606,vilaiyaattaagavum,விளையாட்டாகவும்,விளையாட்டாகவும்
6607,vilaiyaattaakavum,விளையாட்டாகவும்,விளையாட்டாகவும்
6608,villupuram,விழுப்புரம்,வில்லுப்புரம்
6609,viluppuram,விழுப்புரம்,விழுப்புறம்
6610,vilupuram,விழுப்புரம்,விழுபுறம்
6611,vizhuppuram,விழுப்புரம்,விழுப்புறம்
6612,vivariththaar,விவரித்தார்,விவரித்தார்
6613,vivariththullaar,விவரித்துள்ளார்,விவரித்துள்ளார்
6614,vishaagaa,விஷாகா,விஷாகா
6615,vishaakaa,விஷாகா,விஷாகா
6616,vishaka,விஷாகா,விஷய
6617,veesappatta,வீசப்பட்ட,வீசப்பட்ட
6618,veechith,வீசித்,வீசித்
6619,veesith,வீசித்,வீசித்
6620,veechina,வீசின,வீசின
6621,veesina,வீசின,வீசினா
6622,veechuthal,வீசுதல்,வீசுதல்
6623,veesuthal,வீசுதல்,வீசுதல்
6624,veechuvatharku,வீசுவதற்கு,வீசுவதற்கு
6625,veesuvatharku,வீசுவதற்கு,வீசுவதற்கு
6626,veetirkuch,வீட்டிற்குச்,வீடிற்குச்
6627,veettirguch,வீட்டிற்குச்,வீட்டிற்குச்
6628,veettirkuch,வீட்டிற்குச்,வீட்டிற்குச்
6629,veettilae,வீட்டிலே,வீட்டிலே
6630,veeraraaga,வீரராக,வீரராக
6631,veeraraaka,வீரராக,வீரராக
6632,veetrirukkum,வீற்றிருக்கும்,வீற்றிருக்கும்
6633,veetrtrirukkum,வீற்றிருக்கும்,வீற்றிருக்கும்
6634,veettrirukkum,வீற்றிருக்கும்,வீற்றிருக்கும்
6635,veel,வீல்,வீழ்
6636,veil,வீல்,வெயில்
6637,viil,வீல்,வில்
6638,weiil,வீல்,வீல்
6639,weil,வீல்,வெயில்
6640,wheel,வீல்,வீழ்
6641,veelchchikkum,வீழ்ச்சிக்கும்,வீழ்ச்சிக்கும்
6642,veerzhchchikkum,வீழ்ச்சிக்கும்,வீர்ச்சிக்கும்
6643,veezhchchikkum,வீழ்ச்சிக்கும்,வீழச்சிக்கும்
6644,veelchchiyin,வீழ்ச்சியின்,வீழ்ச்சியின்
6645,veezhchchiyin,வீழ்ச்சியின்,வீழச்சியின்
6646,veelchchiyilirunththu,வீழ்ச்சியிலிருந்து,வீச்ச்சியிலிருந்து
6647,veezhchchiyilirunththu,வீழ்ச்சியிலிருந்து,வீழச்சியிலிருந்து
6648,veezhchchiyilirunthu,வீழ்ச்சியிலிருந்து,வீழச்சியிலிருந்து
6649,veelchchiyum,வீழ்ச்சியும்,வீழ்ச்சியும்
6650,veezhchchiyum,வீழ்ச்சியும்,வீழச்சியும்
6651,veelnththathu,வீழ்ந்தது,வீழ்ந்தது
6652,veezhnthathu,வீழ்ந்தது,வீழெந்தது
6653,vedikkach,வெடிக்கச்,வெடிக்கச்
6654,veppaththin,வெப்பத்தின்,வெப்பத்தின்
6655,veppaththaith,வெப்பத்தைத்,வெப்பத்தைத்
6656,veppaththaiyum,வெப்பத்தையும்,வெப்பத்தையும்
6657,veppap,வெப்பப்,வெப்பப்
6658,veppamaaga,வெப்பமாக,வெப்பமாக
6659,veppamaaka,வெப்பமாக,வெப்பமாக
6660,veruththa,வெறுத்த,வெறுத்த
6661,veruththaar,வெறுத்தார்,வெறுத்தார்
